bench.id,benchnum,origin,mset,size,n.anom,n.norm,anomaly.rate.level,point.difficulty.level,clustering.algo,irrelevance.level,anomaly.rate,diff.mean,anom.diff.mean,norm.diff.mean,clusteredness.score,irrelevance.score,auc.ci.0.999,ap.ci.0.999
abalone_benchmark_0001,1,regression,abalone,1888,913,975,ar-0,pd-0,none,ir-0,0.483580508474576,0.311785989739147,0.264628949141447,0.355944326216788,0.0176749302306134,0,0.529589127980453,0.523133207122635
abalone_benchmark_0002,2,regression,abalone,1888,951,937,ar-0,pd-0,none,ir-0,0.503707627118644,0.313969163643376,0.267307533672741,0.361327979120508,0.0387597740577697,0,0.528987633081843,0.542941762856392
abalone_benchmark_0003,3,regression,abalone,1888,990,898,ar-0,pd-0,none,ir-0,0.524364406779661,0.305159753004566,0.263607386480177,0.350969154852167,0.00443508914404167,0,0.528411061618411,0.563274319710428
abalone_benchmark_0004,4,regression,abalone,1888,891,997,ar-0,pd-0,none,ir-0,0.471927966101695,0.310277162943264,0.257886723419731,0.357097505586662,0.0721592946933494,0,0.52992648765601,0.511561802620871
abalone_benchmark_0005,5,regression,abalone,1888,932,956,ar-0,pd-0,none,ir-0,0.49364406779661,0.311439437376449,0.26086548489514,0.360743750883331,0.0633438320593426,0,0.52905638658933,0.533260115473681
abalone_benchmark_0006,6,regression,abalone,1888,958,930,ar-0,pd-0,none,ir-1,0.507415254237288,0.310136548352641,0.262103631496746,0.359615617543983,0.13214350369201,0.372076462152478,0.528898703616406,0.546535027561446
abalone_benchmark_0007,7,regression,abalone,1888,932,956,ar-0,pd-0,none,ir-1,0.49364406779661,0.310898342717674,0.263604565787836,0.35700482817647,0.114063965891181,0.403382523542608,0.52905638658933,0.533260115473681
abalone_benchmark_0008,8,regression,abalone,1888,957,931,ar-0,pd-0,none,ir-1,0.506885593220339,0.306329704103786,0.259240099080708,0.354734378654898,0.220666752098683,0.345866888728607,0.528795120357993,0.546027694430338
abalone_benchmark_0009,9,regression,abalone,1888,946,942,ar-0,pd-0,none,ir-1,0.501059322033898,0.310346620344963,0.26531908757041,0.355565352834057,-0.00231172751613727,0.315755609743093,0.529079869200074,0.540449955869461
abalone_benchmark_0010,10,regression,abalone,1888,942,946,ar-0,pd-0,none,ir-1,0.498940677966102,0.308916216069756,0.266657291920549,0.350996455550256,0.0252083001318624,0.348831106261841,0.529006927144351,0.53829190654202
abalone_benchmark_0011,11,regression,abalone,1888,949,939,ar-0,pd-0,none,ir-2,0.502648305084746,0.307228136783862,0.258457081319766,0.356518585809877,0.0313825698153255,0.777887831979763,0.529004808604091,0.542062823467591
